,question1,question2,is_duplicate,kw
229,"If the client of an attorney dies, can that attorney buy the client's property? Is there a wait time and can they ignore third-party inquirers?",If my goal is just to be healthy and fit are bodyweight exercises enough?,0,['health']
230,Is there any harm in not masturbating?,How harmful or unhealthy is masturbation?,0,['health']
231,What is the best free VPN for Android mobile phones? What is the best Mobile Security and Antivirus for Android phones?,"If I use the Hola VPN app or a free VPN app, can my ISP see what sites I visit and what videos I download?",0,['virus']
232,How do I easily find the vaginal opening when inserting my penis?,I rub vaginal with my index finger. Then I smell it and put it near my nose opening. Can I get HIV?,0,['hiv']
233,"If Alters can be blind or deaf, can they have a serious physical disease (like cancer or etc) that can threaten the hosts life?",Can suppressed memories become so negative they manifest themselves in physical ailments or alter a person's personality or behavior?,0,['disease']
234,Since exterior wounds heal over time does the human body heal any interior wound over time as well?,"Does homeopathy as a protocol assist the body to feed the illness and cure cancer, or does the body heal itself?",0,['illness']
235,How do you hide blackheads all over the nose?,What are some ways of preventing blackheads especially on the nose?,0,['prevent']
236,Which is a suitable inpatient drug and alcohol rehab center near Warren County IA?,Which is a suitable inpatient drug and alcohol rehab center near Cass County IA?,0,['patient']
237,Are these signs of mental illness?,Could manipulation be a sign of a mental illness?,0,['illness']
238,"How do companies like Homejoy and Handybook prevent their customers, once they find a cleaner they like, from going around the company and hiring directly?",Are Homejoy cleaners employees of the company?,0,['prevent']
239,How do I prevent hard stools after eating a pizza?,How do you prevent food poisoning after eating?,0,['prevent']
240,Does masturbation affects our health or fertility?,How harmful or unhealthy is masturbation?,0,['health']
241,Are there good/benign viruses?,What is a good virus protection software for Ubuntu?,0,"['virus', 'protect']"
242,How does holidaypirates.com earn money?,How does PatientsKnowBest.com earn money?,0,['patient']
243,"Which is more humiliating, a striker tackling a defender or a defender dribbling a striker?","Manchester United within the first quarter of the game, always, take a healthy lead of two or probably three but fail to defend it. How will it affect Manchester United in the title race? Will they be able play in the Champions League next season?",0,['health']
244,Is a right bundle branch block something to worry about? I'm a healthy 27 year old male.?,"I'm 19 years old and I want to educate myself about trading and investing. I've heard of forex, binary options, stocks and penny stocks. What are some good online courses and where should I start?",0,['health']
245,How does mildew form on carpets?,How can you prevent mildew from forming on carpets?,0,['prevent']
246,What happens to my health insurance if I get a medicinal marijuana card?,What is the most direct way to get a medical marijuana card in the SF Bay Area?,0,['health']
247,How do flu vaccines work?,How is the flu vaccine made?,0,"['flu ', 'vaccine']"
248,How can global warming be prevented?,Can we reverse global warming?,0,['prevent']
249,Do any galaxies appear blueshifted?,Psychopaths: what words would you use to describe yourself with and without your mask?,0,['mask']
250,Cluedo vs. Scotland Yard - which is the better game?,How do I beat Pandemic with 2 players?,0,['pandemic']
251,What is the mental health stigma like in Canada?,What is the mental health stigma?,0,['health']
252,Based on what should a cardiologists determine whether one should medicate for LDL or only urge the patient to loose weight and exercise?,What determines the cost of a medical encounter/procedure for a patient and the amount that the provider gets payed?,0,['patient']
253,"Is the Florida airport shooter mentally ill or an Islamist ""terrorist""?",What is mental illness?,0,['illness']
254,Are stem-cell treatments safe?,Is stem cell treatment effective?,0,['treatment']
255,Is groundnut oil healthy?,"What is the process of getting AGMARK certification for groundnut oil, gingerly oil manufacturing and selling?",0,['health']
256,My answers are consistently being collapsed even when I include a lot of text and pictures. How do I prevent this in the future?,Why do some of my answers on Quora get collapsed even when I provide the best answer I possibly can?,0,['prevent']
257,Is there a list (by hour) of sleep deprivation symptoms?,What causes some people to sleep for 24+ hours if they are only moderately sleep deprived and could instead sleep for a few extra hours each night?,0,['symptom']
258,"What is the difference between cardio, strength training and HIIT exercises?",Is it healthy to combine Strength training with HIIT cardio?,0,['health']
259,Have you ever been protected or assaulted by the State of Israel?,Would Israel have become a nation if the Holocaust had never happened?,0,['protect']
260,What is your girl friend name?,"Have you been taking spirulina supplements? If so, What differences do you notice in your health if there are any?",0,['health']
261,What are the symptoms of autism?,What are the symptoms of autism in girls?,0,['symptom']
262,What are the real-life examples in which a person couldn't or isn't able to utilize their talent due to chronic ill health?,Would you trade 5-10 minutes longer commute everywhere you go for 100% guarantee of arriving safely at that extended time?,0,['health']
263,What is a suitable inpatient drug and alcohol rehab center in Leslie County KY?,Which is a good inpatient drug and alcohol rehab center in Bourbon County KY?,0,['patient']
264,What causes narcissism?,Is narcissism a mental illness or a personality trait?,0,['illness']
265,Is there a technique to lose weight fast?,I have to reduce my weight by 15 kgs. What is the healthy rate at which I should aim to reduce per month? 21yr old-female-66kg-5.2ft?,0,['health']
266,Beauty Products: Is a mud mask supposed to burn your face?,What is best creams for burn marks on face?,0,['mask']
267,Yeast: Is there an analogue to rDNA circle accumulation in humans?,Do yeast infections cure themselves?,0,['infect']
268,What is the etymology of the word medicine?,What is the etymology of the word 'brouhaha'?,0,['medicine']
269,Which is a suitable inpatient drug and alcohol rehab center near Coweta County GA?,Which is a suitable inpatient drug and alcohol rehab center near Upson County GA?,0,['patient']
270,What are some good ways to get revenge on someone?,Is revenge good for health?,0,['health']
271,What is a suitable inpatient drug and alcohol rehab center in Cherokee County AL?,Which is a suitable inpatient drug and alcohol rehab center in Jefferson County AL?,0,['patient']
272,"Which is more beneficial: boiled egg, half-fried egg, or omelette?",Why are fried eggs viewed as less healthy than poached eggs?,0,['health']
273,"What are un, saarc, oecd?",What effects does an anterolateral infarct have on patients?,0,['patient']
274,My TSH levels are 5.68 and have been experiencing weight loss and excessive hairfall. Should I start treatment or wait and repeat tests?,Is it possible that government record calls of the citizens?,0,['treatment']
275,"Is diet green tea good for you? If so, why?",Is green tea good for health?,0,['health']
276,Is it possible to format a BitLocker or FileVault protected drive?,Can formatting a hard drive stress it out?,0,['protect']
277,"What is the best (nicest) supermarket chain in Sydney, Australia?",How do supermarkets prevent petty theft?,0,['prevent']
278,Which disease is associated with pain in head during the movement of head?,Which disease is associated with pain in head due to touching head?,0,['disease']
279,What's the best way to start eating healthy?,How do you eat good tasting food while eating healthy?,0,['health']
280,What is a good inpatient drug and alcohol rehab center near Geneva County AL?,What is a good inpatient drug and alcohol rehab center near Shelby County AL?,0,['patient']
281,Which private engineering colleges gives admission based on 12th state board marks?,Is there any cure for Crohn's disease?,0,['disease']
282,How do non-US citizens apply for Merch By Amazon?,My parents are sympathetic and helpful to others with mental illnesses but are insensitive towards mine. Could someone help me understand why?,0,['illness']
283,What are the current problems which the tribal people in India are facing? Is there any law to protect them?,What will be the advantages of India having two time zones? What are the problems faced currently with single time zone?,0,['protect']
284,"Is typhoid fever contagious? If not, how do people get infected?",How do people get a fever?,0,['infect']
285,How do I develop healthy self-esteem and confidence?,Is self-esteem and confidence really important?,0,['health']
286,Which is a suitable inpatient drug and alcohol rehab center in Adams County IL?,Which is a suitable inpatient drug and alcohol rehab center in Scott County IL?,0,['patient']
287,What is a healthy diet for people with ADHD?,What is a healthy diet for a teenager?,0,['health']
288,How can I remove the redirect virus from an Android phone?,How can I remove a virus from my phone?,0,['virus']
289,How did you get your ex girlfriend back if she ignores you?,Where can I find family health insurance quotes in Tennessee?,0,['health']
290,Could smoking affect stomach health?,Does smoking affect erection health?,0,['health']
291,"When using CSS, how can I prevent my DIVs from overlapping when I shrink my browser?",Will web browsers stop supporting HTML and CSS?,0,['prevent']
292,What exactly is biosilk silk hair therapy and how does it differ from other hair conditioning treatments?,What good does having a hair Salon condition my hair do? Can't I do that myself? What is the difference?,0,['treatment']
293,"Why had Churchill said, ""Islam to a man is like rabies to a dog. Islam is a deadly disease""?",What is Islam's view on equality of man and woman?,0,['disease']
294,"What are the surgical and non-surgical options for treating an anterior cruciate ligament tear, and what are the possible long-term impacts of the injury and different treatments on one's ability to have an active sports life?",Which sport is associated with the fewest injuries long term?,0,['treatment']
295,Can you get symptoms of HIV one week after infection?,How frequently are AIDS researchers infected with HIV in lab accidents?,0,"['hiv', 'infect', 'symptom']"
296,How much do healthcare consultants charge?,How much do consultants charge?,0,['health']
297,How do I differentiate between wheat flour and barley flour?,Why do symptoms persist even when you know they are psychosomatic?,0,['symptom']
298,Can anyone tell me a project based on python with source code.,How much did anti radicalism in the United States such as the Red Scare cause compulsory healthcare to be implemented?,0,['health']
299,"What is ""the Belladona treatment"" I heard it was used in the past to treat alcoholics?",Is it possible to not be an alcoholic but to use alcohol to feel better? Is this good?,0,['treatment']
300,Two bodies of different masses if thrown vertically upward with same initial speed which one rise to the greater height and why?,Is it possible to eat healthy on minimum wage by reducing living costs and shopping smartly?,0,['health']
301,Can the value of oil ETF USO can go to zero?,I started programming 4 years ago. But recently I started drifting from topics and finally decided to start from Assembly. Is this drift healthy?,0,['health']
302,"What measures take the porn actors to make ass licking without get a disease? I mean, you see these people licking each other asses like nothing's happen lol.",Why do people lick their lips when seeing Food?,0,['disease']
303,"What kind of health measures will delegates of countries like PMs, Presidents they take while meeting others?",Increasing oil production from marginal wells?,0,['health']
304,What is the closing time of Siddhivinayak temple in Dadar?,What's so special about the Siddhivinayak Temple?,0,['hiv']
305,"Hi astrologer ! Can anyone tell me about my health,career and marriage? My Birth date is 22/06/1992 , Time: 6:36 AM at Aurangabad,Maharashtra",What are some awkward/funny arranged marriage situations that happened in your life?,0,['health']
306,I recently got the news about my dog's bone cancer. Can somebody give some experienced Vet's number who could somehow save him?,Can somebody who studied to become a doctor in the 70's/80's give me some insight about your education in medicine? (Asked by an aspiring author who wants to write about a character doing the same),0,['medicine']
307,Is it common for cyclists to wear pollution masks?,When should a cyclist wear a pollution mask?,0,['mask']
308,Where can I find an archive of past Groupon and Living Social deals for each city?,How does Groupon get all of its daily deals?,0,['hiv']
309,How do therapists begin the process of detachment from their patients?,How do therapists recognize that their patient is delusional and has a victim complex?,0,['patient']
310,"While building a predictive data model, should treatment for missing values and outliers be done in both the training and test data sets?",Which (online) courses should I need to do before pursuing MBA in Human Resource Management?,0,['treatment']
311,How can I become extremely successful like Mark Zuckerberg in my early 20s or 30s?,How do I control or prevent grey hairs when I am still in my early 20s?,0,['prevent']
312,What are the symptoms of bone cancer?,What is the cause of bone cancer?,0,['symptom']
313,What is the average cost for health insurance in Ohio?,What is the average cost of health insurance?,0,['health']
314,How can I safely induce a coma upon myself?,How do doctors put a patient into a medically induced coma?,0,['patient']
315,Are humans evolutionarily predisposed to mental illness?,Cooking in earthen pot?,0,['illness']
316,Is there any treatment for dissociative identity disorder?,Is Dissociative Identity Disorder real?,0,['treatment']
317,Is it possible to develop a deeper voice?,"I'm a 26 year old male, but my voice is a little high pitched. Is there any kind of voice therapy or medicine prescriptions which I can use to have a deeper voice?",0,['medicine']
318,How can one live with chronic fatigue syndrome?,Is chronic fatigue syndrome really an illness?,0,['illness']
319,Which is a good inpatient drug and alcohol rehab center near Coffee County AL?,Which is a good inpatient drug and alcohol rehab center near Perry County AL?,0,['patient']
320,Why does the father have no say in whether or not the mother gets an abortion?,Can the father prevent the mother from having an abortion?,0,['prevent']
321,How do I unarchive a conversation on Facebook Messenger?,"If I muted our conversation in Facebook messenger, will I still be able to receive his calls?",0,['hiv']
322,Is consuming Bournvita on a daily basis by an adult a healthy habit? Are there really any advantages of drinking Bournvita?,Is eating bournvita as healthy as drinking it with milk?,0,['health']
323,What happens if we don't inject a TT vaccine until 24 hours after a rusty iron nail cuts us?,It takes me 24 hours to feel a rush after I administer an injection of methamphetamine. Why would this happen?,0,['vaccine']
324,"When I get very sad I usually also get sick, can emotions be linked to physical health?","I am physically strong, but very weak emotionally and mentally. What should I do to get over it?",0,['health']
325,What are some of the most common symptoms of Diphenhydramine withdrawal?,What are some of the most common nicotine withdrawal symptoms? How can they be treated?,0,['symptom']
326,What is a suitable inpatient drug and alcohol rehab center in Rockdale County GA?,Which is a suitable inpatient drug and alcohol rehab center in Chattooga County GA?,0,['patient']
327,I'm 10 days late today and I took a test this morning but it came back negative. I've had some pregnancy symptoms. Is this in my head or could I still be pregnant?,What are the common first signs of pregnancy? How can I tell if I'm pregnant? What are the symptoms?,0,['symptom']
328,How effective is the AYUSH systems of medicines? Is it scientifically verified and proven?,Do homeopathic medicines have the side effects?,0,['medicine']
329,How can I crack EFLU MA English exam?,How do I prepare for MA English entrance exam for EFLU?,0,['flu ']
330,How do I decrypt a DVD encrypted by Passwor Protected Video Master?,How do I make a professional looking DVD from video files?,0,['protect']
331,"There is a small red dot on my left index finger knuckle, it causes no pain and I've had it for as long as I can remember. What could it be?",What's causing increasingly painful pins and needles in my right arm mainly from elbow to ring and little finger? Had symptoms for about 2 weeks.,0,['symptom']
332,Does anyone ever hear about SNOMED CT (Systematized Nomenclature of Medicine -- Clinical Terms) ?,What is SNOMED CT?,0,['medicine']
333,How often should you apply a face mask?,Can we use two face packs a day? And how often should we use a face pack?,0,['mask']
334,Which textile-materials did the people of the Mahabharata period use to make their clothings and how did they dress up?,How motivated are people currently about their health and how motivated would people be about their health if they knew the future consequences of everything they did?,0,['health']
335,What is 3D builder in windows 10?,Do you really need an antivirus software for Windows 10? Or is Windows Defender enough?,0,['virus']
336,Why is Kim Grimes the most inspirational leader in teen suicide prevention?,Is Kim Grimes the most inspirational leader in Teen suicide prevention?,0,['prevent']
337,Does President Obama and his family have secret service protection for the rest of their lives?,Will President Obama still be protected by the Secret Service when his presidency is over?,0,['protect']
338,What are the best ways to install antivirus in my computer or laptop?,How can I install an antivirus software in my laptop?,0,['virus']
339,What are the benefits of Kiosk mode?,Who were the authors of the first PC virus and what is their story?,0,['virus']
340,What are the health effects of being constantly exposed to a electromagnetic field?,What are the health effects of bear spray being used on humans?,0,['health']
341,Is there really a health difference between Marlboro and American Spirit cigarettes?,How much nicotine is in American Spirit cigarettes?,0,['health']
342,How old is Kakashi in Naruto?,Why does Kakashi wear the mask?,0,['mask']
343,Why are viruses harmful for a computer?,How can I remove a shortcut virus from my computer or laptop?,0,['virus']
344,How can I clean smegma?,How can smegma infections be caused?,0,['infect']
345,What is the procedure to do pg in medicine in Germany?,How should I plan for PG in germany?,0,['medicine']
346,"Which is better for sinuses, allopathy or homeopathy?",Is homeopathy a better treatment for rhinitis and slight nasal passage obstruction than allopathy?,0,['treatment']
347,How do I place a long term order in a stock or an option market?,WHICH HOSPITAL IS best for TREATMENT of VARICOS VEINS in India?,0,['treatment']
348,What is mild asthma?,What are the symptoms of asthma?,0,['symptom']
349,I want to study medicine at the age of 32. Am I too late?,How old is too old to start medical school?,0,['medicine']
350,What is the best way to make a Jabbawockeez mask?,What is the best PM2.5 mask?,0,['mask']
351,What is migraine disease?,What are the causes and most effective ways to treat or cure migraine headaches?,0,['disease']
352,What are some good textbooks on structural health monitoring?,Are structural health monitoring researches same as damage detection researches?,0,['health']
353,What are the causes and remedies for dry/torn skin of the soles of my feet?,The skin is peeling off from the soles of my feet. How can I prevent this?,0,['prevent']
354,Is gay flirting good?,Is flirting good for health?,0,['health']
355,What is a suitable inpatient drug and alcohol rehab center near Marion County IN?,Which is a suitable inpatient drug and alcohol rehab center near Marshall County IN?,0,['patient']
356,Which medicine can keep my penis erect for at least 15 minutes while having sex?,How can I keep my penis erect for at least 15 minutes while having sex?,0,['medicine']
357,I want to start carrier in Microsoft excel?,"Does mental illness tend to ""wear out"" with age?",0,['illness']
358,Any trichologists here who can tell me about derma roller treatment?,What if I change apn setting during any odd time?,0,['treatment']
359,What isthe best collar and leash for a 4 month old labrador?,My 10-year old Labrador is having seizures. What can I do to help her? What is the best medicine?,0,['medicine']
360,Do people actually read other people's blogs?,How did sifilis epidemy in the 1800-early 1900 compares to hiv epidemy?,0,['hiv']
361,What are the measures to prevent migration of people from rural areas to urban areas?,Who determines areas as rural or urban in India?,0,['prevent']
362,How can I prevent acne?,How do we prevent acne simply at home?,0,['prevent']
363,Can HIV transmit through a small cut in the finger?,Does HIV only affect humans?,0,['hiv']
364,"I am a startup Lego teacher as well as I am new in this field, so I would like to know how to make an exciting introduction for kids?",I am a bachelor's medical student. I want to give something new to this world that can wipe out tears of thousands of sufferers. How can I bring a turning point in the field of medicine that would pave my path for a bright future as well?,0,['medicine']
365,"I am skinny, is it still unhealthy to consume lots of sugar daily?",Should I consume more sugar if I do sports?,0,['health']
366,How would you protect an idea for an online service that could be quite easily copied?,How do I protect an idea?,0,['protect']
367,Is it worse for your health when jogging in fog than under other weather conditions?,Is going jogging at 4:15 AM good for my health?,0,['health']
368,21 years old male.Gynecomastia patient.Smoke 3–4 ciggarettes a day.Have to go through a surgery.Safe in current circumstances?,Would I put a 1-3 year old cat under too much stress if I moved to a new house five or six months after adopting it?,0,['patient']
369,How fast could the world's fastest supercomputer brute force crack a password?,How fast a RAR archive password can be cracked?,0,['hiv']
370,"If America is the ""world's best country"", why are there still people who can barely afford healthcare? Wouldn't it be better if healthcare was free?",How could America implement free healthcare & free education?,0,['health']
371,Is mental recovery possible for child victims of sexual abuse?,"How can I escape the victim mentality and start living a fulfilling life with a history of severe child abuse, mental illness and trauma?",0,['illness']
372,Can you get the zika virus more than once?,How do you get Zika virus?,0,['virus']
373,How do you view protected Twitter accounts?,Are you able to trace people who did not sign into Twitter but viewed your accounts?,0,['protect']
374,What is coronary heart disease?,What is ischemic heart disease?,0,['disease']
375,Which is a suitable inpatient drug and alcohol rehab center in Marshall County KY?,Which is a good inpatient drug and alcohol rehab center in Johnson County KY?,0,['patient']
376,Is string cheese healthy?,"If one were to eat only bananas and drink only water, how long would it take for them to die?",0,['health']
377,Does using amphetamines actually make you smarter or just make you think you are smarter?,What are the common first signs of pregnancy? How can I tell if I'm pregnant? What are the symptoms?,0,['symptom']
378,"Why do I experience ""Brain Fog"" after exercise?","How can I prevent DOMS-related brain fog, lethargy and lack of motivation that appears 2-3 days after weight training? I’m 28, female, gym once weekly",0,['prevent']
379,"What does ""below the influence"" mean?","How does Kylo Ren have Darth Vader's full helmet all melted together, if the top half of the mask was taken off by Luke in The Return of the Jedi?",0,['mask']
380,Can you get a virus on the iPhone?,How can iPhones get a virus?,0,['virus']
381,I am a train conductor. Someone jumped in front of the train I was driving. How can I cope before my therapy appointment?,"I have been appointed as a gazetted officer in CRPF. I took leave during my training because of my mother's health issues. Now, I am overstaying the leave as it is not possible for me to leave her in this situation. Can I resign via post or fax without reporting back to academy?",0,['health']
382,Has anyone lost weight by doing Surya Namaskar?,What is the name of UC browser model?,0,['mask']
383,How does swine flu occur?,What is swine flu?,0,['flu ']
384,How do you heal an infected pimple in the nose?,How do you heal a sunburned nose?,0,['infect']
385,What is a suitable inpatient drug and alcohol rehab center near Will County IL?,What is a suitable inpatient drug and alcohol rehab center in Bureau County IL?,0,['patient']
386,What are the health benefits and side effects of roasted flax seeds on men? How much should be consumed in a day?,How much daily flax seed is too much?,0,['health']
387,How often can you use egg mask on your face?,What kind of facial mask do you use on your face?,0,['mask']
388,What community or state in India has healthiest food habits and best health parameters?,Why is it so hard to lose weight?,0,['health']
389,What is universal health care in Finland like?,What is universal health care?,0,['health']
390,Does Hogwarts prohibit or even prevent its students from engaging in underage sex?,Do legacy students have an advantage in Hogwarts admissions?,0,['prevent']
391,"If the ""Internet Archive"" is no-index, why do pages show in Google search results?","If there is far more pages on the Internet than there were, how come there are less and less results appearing on Google when I search for something?",0,['hiv']
392,Which is a good inpatient drug and alcohol rehab center in Livingston County IL?,Which is a good inpatient drug and alcohol rehab center in Douglas County IL?,0,['patient']
393,How do I get HP printer online support service for cloud printing?,Tech Support: How do I mask the filename of a print job that I am sending to a common printer?,0,['mask']
394,How do I remove a boil in my ear canal?,What are some ways to prevent getting boils in your ear canal?,0,['prevent']
395,What does it mean when your younger sister dreamed about you wearing a wedding gown and is getting married to a brazilian japanese guy?,What can echogenicity levels of the liver tell you about your health?,0,['health']
396,What are the major differences between transcription and translation in DNA and RNA?,How do RNA and DNA viruses differ?,0,['virus']
397,"What is your interpretation of the song ""Setting Sun"" by Eskimo Joe?",Do you feel you are in a healthy/balanced relationship? Why or why not?,0,['health']
398,"Who sang the song ""These are the days"". A masked guy writing the whole lyrics on the white wall n he finally gets a portrait made?",Is there any direct flight from Hyderabad to New York?,0,['mask']
399,I know there are 2 types of patents: Utility Patents and Design Patents. Which category does the cure for a disease fall under?,Are doctors ignorant towards finding the underlying principles of a disease?,0,['disease']
400,Does having a job make you more important in a relationship than your partner?,"What is more important, a successful job or a healthy relationship with your partner?",0,['health']
401,"I am working on a venture to establish a digital health fund. Which areas in healthcare are likely prone for digitialization, disruption and scale?",Is it worthwhile for an adviser to keep working on his/her old research topics in which there is no funding and provide funding to PhD students in areas where he/she has a little or no expertise?,0,['health']
402,"When people eat egg shells or chicken bones, either by mistake or to get calcium, is there are any risk that bone or shell shards could cut their esophagus or any other organ involved in digestion?",If egg shells can be digested what type of health benefits would they have?,0,['health']
403,"What are the differences between a computer virus, a worm, a Trojan, malware, and spyware?","What is difference between virus, malware, worms & spyware?",0,['virus']
404,"What could the United States do to appear strong and gain greater respect from countries like China, Russia, or Iran?",What Should I Do? My Computer/Web Site Has a Virus?,0,['virus']
405,Is there any permanent treatment of hypothyroidism?,Is there any permanent treatment for psoriasis?,0,['treatment']
406,"Can your computer become infected with a virus via email? If so, how can this be fixed without permanent damage?",How do you fix a virus sent through email?,0,"['virus', 'infect']"
407,Things from waste material?,Are there any other spirochetes other than syphilis and lyme disease that can cause chronic systemic infection in humans?,0,"['disease', 'infect']"
408,What are the best facial masks for oily skin?,What is the best facial mask for acne scars?,0,['mask']
409,What do you do when you have depression and therapy isn't an option?,How does a depressed teenager deal with his parents' ignorance that depression isn't an illness?,0,['illness']
410,Do anti-virus companies report false positives to prevent cracks and keygens from working?,How does booting from an anti-virus CD-ROM works?,0,"['virus', 'prevent']"
411,Why we can't send files in iOS (Apple phone) easily?,How come iPads or phones can't get viruses as easily as computers?,0,['virus']
412,What is a good inpatient drug and alcohol rehab center in Bell County KY?,What is a good inpatient drug and alcohol rehab center in Clark County KY?,0,['patient']
413,What is a localized infection?,What is a local infection?,0,['infect']
414,"""A 15-year-old once hacked NASA and caused a 21-day shutdown of their computers; he later hacked the Pentagon, as well."" Is this true? Does anyone know who that person was?",Is it true that all successful hacks of well-protected computer systems rely on manipulating a person as their way in?,0,['protect']
415,"As a male, I get pleasure from sticking my finger deep into my pee hole. Is this unhealthy?",I think I hate women. Deep inside I feel a pleasure even after avoiding some of my closest friends. How do I overcome this?,0,['health']
416,Is one likely to catch another cold/flu if one is already sick with the cold/flu?,Is it possible to contract a cold or flu virus while one is already sick with another cold or flu virus?,0,"['flu ', 'virus']"
417,Which is a good inpatient drug and alcohol rehab center near Mitchell County IA?,Which is a good inpatient drug and alcohol rehab center near Buchanan County IA?,0,['patient']
418,"What percentage of the income do pay basketball players in the US; for example, Alex Len from Phoenix Suns?",Does a 2001 dodge drango have a kick out switch if oil pressure is low to prevent major damage?,0,['prevent']
419,What does deactivating disease by knowing how it's triggered have to do with the medical community treating illness symptoms through drugs?,What does treating illness symptoms through drugs have to do with medical wisdom for knowing how sickness is cured?,0,"['disease', 'symptom', 'illness']"
420,What is the way which should be followed so that everyone is happy?,What is the best 7 day diet which should be followed to remain healthy?,0,['health']
421,Is it normal to be only attracted physically to late teens (18/19) as a man in his 30s?,"As a man in my mid-to-late 30s, what do I have to start thinking about regarding my health?",0,['health']
422,Do people get uncomfortable being around someone who is outgoing and unashamed?,Why is it that I have bipolar disorder and feel uncomfortable around people who don't understand mental illnesses?,0,['illness']
423,How do I integrate hive on hbase?,What is it like kissing your brother who is not really your brother?,0,['hiv']
424,What factors limit a heart bypass patient from regaining their previous fitness levels?,Where did Phil Collen of Def Leppard buy his boots from?,0,['patient']
425,Why do hotels in India confiscate the passports of foreign tourists?,Shouldn't there be a general category LIBRATION FRONT to protect the rights of general category students?,0,['protect']
426,Is your job supposed to define you and make you happy? Or should we just care about how much money we're making because the world judges us by how much we have in our pockets?,"Did ancient people have similar inherent longevity to us, but we're just killed off sooner by violence and disease?",0,['disease']
427,What are some of the interesting stories about the Sun (Surya) in Hindu Mythology?,"What exactly is the story behind the ""Shiva Linga"" in the Hindu mythology?",0,['hiv']
428,Why do Chinese people eat bird's nest? Is it good for health or other reasons?,"In Mexico, people eat cactus, which turns out to be a plant with enormous health benefits. Why don't they eat it in other warm regions, such as the Middle East?",0,['health']
429,Should parents be allowed to influence their children's religious and/or political views?,"My Girlfriend is having Asthma. Still I love her, can this disease be transferred through smooch?",0,['disease']
430,How do I heal zepto malware infected files in my computer?,How can I get rid of malware in my computer?,0,['infect']
431,Is there any ayurvedic treatment available for aplastic anemia?,Should I go for an ATG treatment for aplastic anemia for my 77-year-old father?,0,['treatment']
432,What treatment is better for acne scars?,What is the best treatment for acne scars?,1,['treatment']
433,I am 24. Is it too late to get into medicine?,Am I too old to get into medical school?,1,['medicine']
434,What are common symptoms of bipolar disorder?,What are the symptoms of bipolar disorder?,1,['symptom']
435,Is milk good or bad for health?,Is milk good for health?,1,['health']
436,Boredom: How does one prevent oneself from getting bored?,How can one never be bored?,1,['prevent']
437,Can you eat same thing every day and get all the nutrition you need?,What is a cheap healthy diet I can keep the same and eat every day?,1,['health']
438,What is the best way to take care of dental health?,What are the best way to take care of your teeth?,1,['health']
439,How can I protect my ideas from being stolen?,What is the best way to protect an idea you have from others?,1,['protect']
440,Is vegetarian good for health or non-vegetarian?,Which is good food for our health: vegetarian or non-vegetarian?,1,['health']
441,Where can I find medicines online?,Where can I find affordable medicine online?,1,['medicine']
442,What are the signs and symptoms of borderline personality disorder?,What exactly does borderline personality disorder mean? And what are the symptoms?,1,['symptom']
443,Images of shiva?,What are some of the best images of lord shiva?,1,['hiv']
444,What are symptoms of mild schizophrenia?,What are some symptoms of schizophrenia?,1,['symptom']
445,What is the best treatment for controlling anger?,What are some good techniques for controlling your anger?,1,['treatment']
446,Is drinking milk good for health?,Is cows milk bad for your health?,1,['health']
447,"At 42, is it too late for me to begin studying medicine?",Is it too late to study medicine at 23?,1,['medicine']
448,Can the celiac disease be cured?,Is celiac disease can be cured?,1,['disease']
449,How can I loose thigh fat without toning up?,Health: How do I lose fat without any exercise?,1,['health']
450,"Can freckles be removed, or completely prevented? If so, how?",How can freckles be prevented?,1,['prevent']
451,Quora: Is there a way to prevent specific persons' content from appearing in my feed?,How can I prevent the insane Ernest W Adams from appearing in and litering my feed?,1,['prevent']
452,The tone of my face is a lot darker than the rest of the body. How could I improve it?,"The color tone of my face up to my neck is darker than the color of other parts of my body. Is there any effective medicine/cream I could use, as the difference is marginally high?",1,['medicine']
453,Is being a loner healthy?,Is being loner healthy?,1,['health']
454,Do some people without mental illnesses see therapists?,Do people without mental illnesses or personality disorders see psychotherapists?,1,['illness']
455,Is anal sex dangerous or unhealthy?,Is anal sex is safe?,1,['health']
456,How can we prevent all the negative thoughts percolating in our minds?,How can we control stupid and negative thoughts from into our mind?,1,['prevent']
457,What does the healthcare system in the US lack?,Why is the US healthcare system the worst in the western world?,1,['health']
458,How do I remove dark circles permanently?,What's the cause of under eye dark circles and what treatments can help?,1,['treatment']
459,What's the point of getting married?,"If you're in a healthy, happy, committed relationship what's the point of getting married?",1,['health']
460,What are some arguments for and against the classification of transgender as a mental illness?,Should being transgender be considered a mental illness?,1,['illness']
461,What are the withdrawal symptoms from OxyContin?,What are some withdrawal symptoms of OxyContin?,1,['symptom']
462,Is oral sex good for health?,How good or bad is oral sex?,1,['health']
463,Was the Taj Mahal originally an ancient Hindu temple?,Was the Taj Mahal a Shiva temple? But why does Indian government not take action?,1,['hiv']
464,What is the comparison between AVG Antivirus and AVG Internet Security?,What is the comparison between AVG Antivirus and internet security?,1,['virus']
465,What differentiates Quora from Yahoo! Answers?,What prevented Quora from turning into Yahoo! Answers?,1,['prevent']
466,I have an untreatable and life-long disabling neurological disease. What is the easiest and most painless way I can commit suicide?,What would be a cool way to commit suicide?,1,['disease']
467,What is indicative of someone with borderline personality disorder?,What are the signs and symptoms of borderline personality disorder?,1,['symptom']
