,question1,question2,is_duplicate,kw
940,Is it unhealthy to stop masturbating?,Is caramel unhealthy?,0,['health']
941,What happened to the DNA nanobot human trial for cancer treatment?,Which hospital in India has DNA nanobot technology to treat cancer?,0,['treatment']
942,What are the advantages and disadvantages of the GDP as an indicator of wealth?,In which ways is the GDP of a country a bad indicator of economic health?,0,['health']
943,What is the best health insurance for an independent contractor (1099)?,What is the best health insurance?,0,['health']
944,Which is a good inpatient drug and alcohol rehab center in Logan County IL?,Which is a good inpatient drug and alcohol rehab center in Logan County CO?,0,['patient']
945,What are the health benefits of eating maize meal?,What are the health benefits of eating food?,0,['health']
946,Do homeopathic medicines have the side effects?,Are there any side effects from homeopathic medicines in the treatment of a migraine?,0,"['treatment', 'medicine']"
947,How healthy is taking 2 full cups of sugarcane juice a day?,Why isn't sugarcane juice bottled/canned and sold in Western supermarkets?,0,['health']
948,How do I healthy living?,How can I lead a healthy life?,0,['health']
949,Is it really necessary to build Shivaji Maharaj monument in Mumbai mid sea?,Why do the Marathi people have respect for Shivaji Maharaj? How Maratha King protected India from Mughals?,0,"['hiv', 'protect']"
950,What is vaccination?,What is Vaccine court?,0,['vaccine']
951,How do I survive with a few mental illnesses if I still live with my parent and don't Want my family to know what I'm struggling with ?,"How can I escape the victim mentality and start living a fulfilling life with a history of severe child abuse, mental illness and trauma?",0,['illness']
952,Why do salmon swim against the current?,Is wild salmon healthier for you than farmed salmon?,0,['health']
953,What are some things new employees should know going into their first day at Universal?,What are some things new employees should know going into their first day at TeamHealth?,0,['health']
954,Why do animals fluff up their hair in cold weather?,How do I avoid the flu and colds in cold weather?,0,['flu ']
955,How do I get rid off lazyness?,What are some examples on how monocot plants are used in the health and fitness industry?,0,['health']
956,Is anyone actually mentally ill?,Is mental Illness really an illness?,0,['illness']
957,Does fasting make people live longer?,What is the best way to isolate a virus from an iPhone?,0,['virus']
958,"Could Donald Trump suffer the same fate politically (not health-wise, obviously) as Rob Ford?",I have done murder in a sudden mind heat condition… forgive me… as an educated persons how you see that in rustom case?,0,['health']
959,How quickly do you need to have a rotten wisdom tooth removed?,What are the health complications that could arise due to a rotten wisdom tooth?,0,['health']
960,What is a good inpatient drug and alcohol rehab center near Alachua County FL?,Which is a good inpatient drug and alcohol rehab center near Union County FL?,0,['patient']
961,What's the best way to confront someone who you think might be stealing from you?,What's the best way to prevent your friends from stealing from you?,0,['prevent']
962,What symptoms of Post Traumatic Stress Disorder does Katniss suffer from in The Hunger Games: Catching Fire (2013 movie)?,The Hunger Games (creative franchise): Does Katniss suffer from PTSD?,0,['symptom']
963,Which is a good inpatient drug and alcohol rehab center near Hancock County IL?,Which is a good inpatient drug and alcohol rehab center near Marshall County IL?,0,['patient']
964,Parcticing camera in drawing?,How can I protect my children from their mother's neglect?,0,['protect']
965,Where can I find the best fire doors for safety?,Where can I hire safety professionals for any fire protection service in Sydney?,0,['protect']
966,"What does ""no deductible"" mean on health insurance?",What is deductible in health insurance?,0,['health']
967,Which is a suitable inpatient drug and alcohol rehab center near Clayton County GA?,Which is a suitable inpatient drug and alcohol rehab center near White County GA?,0,['patient']
968,How do I crack the password of a protected PDF file?,How do I remove the password of a PDF protected file?,0,['protect']
969,I am going to work as a roustabout. What should my healthy breakfast be? What should I eat for lunch?,What can I eat for breakfast that is healthy?,0,['health']
970,What is Alzheimer's disease?,What are the latest and most promising hypotheses of the cause of Alzheimer's?,0,['disease']
971,How do working moms find time and inspiration to come up with healthy meals for the family?,What is the best way to keep ourselves inspired and continue with our work all the time?,0,['health']
972,Can men use honey as a face mask?,How many times should I use face mask?,0,['mask']
973,How do I apply a screen protector on an iPhone 5?,How do I apply a screen protector?,0,['protect']
974,What is the best torrent site for audiobooks?,"My Bit Torrent download is stuck at connecting peers. It was working fine until last night, and when I opened the PC this morning I was not able to download anything. There is a healthy number of seeds in the file too, more than 800. How do I proceed downloading with Bit Torrent?",0,['health']
975,We have N persons sitting on a round table. Handshaking program?,How do I prevent or quickly cure my that feeling when your leg goes completely numb (fallen asleep) from sitting on it for too long at the table or from sitting on the toilet for too long?,0,['prevent']
976,I broke one of my school calculators. What should I do?,Symptoms of obesity?,0,['symptom']
977,Harmony of ethics and politics in Aristotle's theory of social is my theme. In short why this is a good topic for study?,"Does it seem like a lot of breakthroughs (in medicine and in energy technology) get very quickly and ""conveniently"" forgotten shortly after? Is there an organization dedicated to keeping a good record of such findings? Is it ethical?",0,['medicine']
978,What is the operating cost of Disneyland per day?,How much does it cost per day to eat healthy in the USA?,0,['health']
979,What is a good inpatient drug and alcohol rehab center near Richmond County GA?,What is a good inpatient drug and alcohol rehab center near Effingham County GA?,0,['patient']
980,"By law, can two employees that are relatives give there statements on Discrimination/Harassment together to the Healthcare Administrator?",Is teleportation possible practicaly bending time and space?,0,['health']
981,How cardiovascular disease is treated?,What is cardiovascular disease?,0,['disease']
982,What is it like to NOT have a mental illness?,What is mental illness?,0,['illness']
983,Why surgical masks have a blue and white side?,"People who wear surgical masks in public, have you noticed any positive changes from taking up this habit?",0,['mask']
984,"Where can I find information about taking an idea from concept to production and gainful remuneration, securing and protecting it through the process?","How and where do I propose/share or publish my research ideas so as to gain some commercial feasibility from it, and how can I ensure the rights to that specific idea are vested in me?",0,['protect']
985,How unhealthy is it to drink 1-2 cups of instant coffee a day?,How many cups of coffee a day is unhealthy?,0,['health']
986,"Does the fake Iranian jet plane prove that NASA, Russian, Chinese, Korean, Pakistani, Israeli, and Indian space and missile programs are hoaxes?",Why is the International Space Station inviting India and China even if there is a US law that was made in 2011 which prevents NASA to share information with the Chinese space program due to security issues?,0,['prevent']
987,What is green tea?,What are the health benefits of green tea?,0,['health']
988,How do you connect a CPAP mask to a CGA 580 outlet?,Can you connect a CPAP machine to a nitrogen tank?,0,['mask']
989,What is the most common mental illness?,What is the most common self-diagnosed mental illness?,0,['illness']
990,How can I prevent shareholders from taking over my startup?,What should you do when an Angel investor instead of signing a term sheet with a startup is directly emphasizing on signing the shareholder agreement.?,0,['prevent']
991,What are the most common symptoms of cyclopia?,What are the most common symptoms of depression?,0,['symptom']
992,"I need to take a specific medication for the rest of my life, but my health will be damaged because of that. What should I do?","Very want to know some foreign friends, who can help?",0,['health']
993,Does a senator get security protection?,How do you get a Norton Security renewal code?,0,['protect']
994,What happens when cancers metastasize?,"What happens when a virus, bacterium etc interacts with a cancer cell?",0,['virus']
995,What is a suitable inpatient drug and alcohol rehab center near Macon County AL?,What is a good inpatient drug and alcohol rehab center near Geneva County AL?,0,['patient']
996,"Why do doctors who don't know you, say that your longstanding illness is psychiatric because they can't find the biological basis?","Do women really want sex so badly so that they can divorce their husband if they're not well-endowed, because women are the ones who say that marriage is not for sex?",0,['illness']
997,Is schizophrenia even an illness?,Is schizophrenia a neurological illness?,0,['illness']
998,Which is a good inpatient drug and alcohol rehab center near Wheeler County GA?,Which is a good inpatient drug and alcohol rehab center near Lamar County GA?,0,['patient']
999,How are lizards beneficial for the environment?,How did the the Texas horned lizard adapt to its environment? How has it adapted to protect itself?,0,['protect']
1000,Why do laptops overheat on beds?,Why does my Toshiba laptop overheat? How can this be prevented and fixed?,0,['prevent']
1001,Which is a suitable inpatient drug and alcohol rehab center near Cook County GA?,Which is a suitable inpatient drug and alcohol rehab center near Banks County GA?,0,['patient']
1002,What is the most successful treatment for any cancer?,What are the different kinds of cancer treatments? Which ones are the most successful? Are any forms of cancer 100% curable?,0,['treatment']
1003,What's Pokémon GO's biggest appeal?,United health group internship questions?,0,['health']
1004,How can I make a girl want to have sex with me?,"I have an illness that makes me smell bad most of the time. Will any girl want to have sex with me, love me, and be with me forever? Will I make friends?",0,['illness']
1005,How do you make your child eat healthy?,How do you make a child eat more?,0,['health']
1006,How do I view protected tweets without following the person on Twitter?,"Jason McCabe Calacanis has a huge Twitter following. What's his Twitter style — what he tweets, when he tweets, etc.?",0,['protect']
1007,"What is the procedure for requesting police protection if you feel threatened, and can police deny your request?","If a population does not wish to be policed, do the police have a duty to provide protection to them?",0,['protect']
1008,I chain smoke marijuana. How bad is this?,"Given a choice between starting 3rd yr medicine (ie.6 more yrs before starting practice), or doing MSc Data Science (1 yr), at age 28, what do u pick?",0,['medicine']
1009,Is it possible to make an income by editing Wikipedia pages?,How do I edit on a protected wikipedia page? What do I have to put to make it not taken away?,0,['protect']
1010,"Could Moses have stuttered because when he was found, he was hidden away & developed it from isolation from other kids the first 5 years of his life?",How does it feel when one of your patients pass away and you couldn't do anything about it because he was terminally ill?,0,['patient']
1011,Is transgender a mental illness?,What is mental illness?,0,['illness']
1012,Can someone become an astronaut at NASA despite having relatives who had heart disease?,How can I make a sincere apology?,0,['disease']
1013,"I am choosing an MBA program in Australia, and trying to decide between La Trobe, Deakin, and RMIT. Which has the best business rep?","Which University has a better reputation for Health Management, La Trobe or Deakin University?",0,['health']
1014,Is organic food safer and healthier?,"Is this statement true ""organic food is not healthier""?",0,['health']
1015,Is a monogamous relationship practical and healthy in today's world?,How much fees will be refunded by kiet group of institution after 2 months I am doing my btech from kiet. If I drop?,0,['health']
1016,How do I get myself ill enough to be hospitalized?, Over the years I have convinced myself that I have  had many illnesses & disorders. It's obvious now that I am a hypochondriac. How can I fix this?,0,['illness']
1017,What's the difference between infection and inflammation?,How do I treat staph infection and inflammation on my left hip?,0,['infect']
1018,"I keep dreaming about a girl I don't now, and now I love her?","Are video games bad for mental health, especially for teens?",0,['health']
1019,How can I protect a PC folder with a password?,How can I create a password protected folder in Windows 7?,0,['protect']
1020,What do I need to consider prior to using alternative medicines?,Sell vector graphic?,0,['medicine']
1021,Does hand job causes health problems?,Why do EMFs cause cancer and health problems?,0,['health']
1022,What is the use of android communication sync app. Is it a virus? It is giving Pop-up ads?,"If we are using android app store as the landing page of our ad campaigns, how do we re-target the audiences who have not installed the app?",0,['virus']
1023,What is the average weight for a 13 year old girl who is 5'7''?,I am an athletic 13 year old girl and weight 82.2 pounds. Is that normal? Am I healthy?,0,['health']
1024,How can I prevent my dog from licking herself constantly?,How can I prevent my dog from getting fleas from my hedgehog?,0,['prevent']
1025,"How many workers died during the first Industrial Revolution in Great Britain, Germany and France due to unsafe working conditions, poverty-related diseases and police repression of protest movements?",What was it like to be a child worker during the Industrial Revolution?,0,['disease']
1026,Why am I blocked from asking anonymous questions on Quora?,Should Anonymous Quora users be prevented from asking on questions?,0,['prevent']
1027,Are Maoists and Naxalites in India are fighting to overthrow the state or to survive (to live in their own land till death)?,"If I wanted to stream Gladiator -type fights to the death in a country where it's legal, are there laws in the US that prevent me from selling it or do I have 1st Amendment rights?",0,['prevent']
1028,Is it detrimental to our species that evolution is not able to weed out the bad genes or weak individuals because of modern commodities like medicine?,Do advancements in science and technology have the side effect of preserving deleterious alleles in the human race?,0,['medicine']
1029,Does India have bunkers to protect the PM in case of nuclear attacks?,What strategy does India have to protect Delhi from a nuclear attack from enemies?,0,['protect']
1030,What are the causes of dizziness?,"What are the causes, symptoms and treatments for dizziness?",0,"['treatment', 'symptom']"
1031,"What does the term ""borderline"" mean in borderline personality disorder?",What exactly does borderline personality disorder mean? And what are the symptoms?,0,['symptom']
1032,How effective is anti rabies vaccination in dogs?,What's the duration of immunity of Rabies vaccine in dogs?,0,['vaccine']
1033,How do you tell if a head gasket is blown?,"Will driving with a oil leak in the valve cover gasket hurt the engine? If so, how can this be prevented?",0,['prevent']
1034,What happens to the brain when a person has cancer?,"What happens when a virus, bacterium etc interacts with a cancer cell?",0,['virus']
1035,What should I eat when I'm sick with a cold or flu?,Is one likely to catch another cold/flu if one is already sick with the cold/flu?,0,['flu ']
1036,What happens when a cell is stuck in S phase?,"What happens when a virus, bacterium etc interacts with a cancer cell?",0,['virus']
1037,What does it mean to dream about finding a lost little boy wearing blue and being very protective of him? At the end I finally find his father,What is the name of the book about a human girl who marries a half troll king and she ends up falling in love with him? She also ends up finding him and saving his life after he is kidnapped.,0,['protect']
1038,Do we have to rinse our face after using a face mask?,Can men use honey as a face mask?,0,['mask']
1039,What are the health risks of having a v-shaped uterus?,What are the risks of the excision of the ovaries and uterus?,0,['health']
1040,"Is taking painkillers (combiflames, ibuprofyn etc) during periods harmful for health?",What are some precautions to take during periods?,0,['health']
1041,How do I gain some weight?,How could I gain weight in a healthy way?,0,['health']
1042,What is it about those pictures of a hand holding a large phone displaying an app that makes them so attractive?,I want to pursue mbbs from aiims but due to illness and lack of effort i did not crack any entrance in 2016. should i drop a year?,0,['illness']
1043,Is it possible for a healthy man to die?,What will happen if each person in India donates 5 grams of gold to the government? How much would change in the rupee vs dollar ratio?,0,['health']
1044,Population of bedridden patients in india in 2015?,"Do I get in trouble if I used an app who stream movies online, im not downloading the movie im downloading the app?",0,['patient']
1045,Why were gas masks used in 1940?,How were gas masks developed in 1940?,0,['mask']
1046,Hoe can solve mental problem a psychiatrist?,How does psychiatrist or psychologist cure mental illness?,0,['illness']
1047,How can I keep drinking coffee and prevent my teeth from getting stained?,What are ways to avoid staining teeth when drinking diet soda?,0,['prevent']
1048,How can we remove virus manually from a PC?,"How do I remove Virus, Malware and Spyware from a computer or laptop?",0,['virus']
1049,To Men: Do men still hand out their number and ask you to call them? Old school chivalry or obvious player?,"For men: what do you think about ""boys don't cry and ""men don't show their emotions""?",0,['hiv']
1050,Can a mild tooth scratch from a puppy result in rabies?,My friend's dog scratched me and it bled? Do I need to get an anti rabies vaccine?,0,['vaccine']
1051,What is a smile makeover and do any clinics have that treatment here in Mumbai?,Where can I get free Cupcake Delivery in Gold Coast?,0,['treatment']
1052,How can a single disease make a species to extinct?,What is a list of the species that will not go extinct?,0,['disease']
1053,Why are clear face masks worn for basketball?,How can I make my face clean and soft?,0,['mask']
1054,How does Macrobid (nitrofurantoin) treat kidney infections?,How do you treat a staph infection?,0,['infect']
1055,"If my mental illnesses are getting worse such and BPD and BDD and more, how can I get my parents to listen when they get so ashamed and disappointed?",When I'm around people I love my mind goes blank. As I get closer to someone it gets worse and worse. How can I change my way of thinking?,0,['illness']
1056,How do I set up lithium ion battery plant in India?,How can airlines protect from lithium ion battery fires?,0,['protect']
1057,What is a suitable inpatient drug and alcohol rehab center in Haralson County GA?,Which is a suitable inpatient drug and alcohol rehab center in Oconee County GA?,0,['patient']
1058,How reversible is prediabetes?,Is it possible to reverse gum disease or cure it?,0,['disease']
1059,How do I actually get rid of dandruff and prevent hair loss?,What should I do to stop hair loss?,0,['prevent']
1060,What is the most common mental illness?,How common is mental illness?,0,['illness']
1061,Have you ever tried ayurvedic treatment earlear?,Where can I get Ayurvedic treatment in Patna?,0,['treatment']
1062,Mutual ho reliable is ab/ag hiv test?,What is the window period for testing std/ sti and HIV? ,0,['hiv']
1063,What if Harry Potter was really the son of Severus Snape & that's the true reason why Snape protected Harry the way he did?,Is Snape Harry Potter's real dad?,0,['protect']
1064,What causes regressions for high myopic patients after Lasik?,What is min corneal thickness is required for lasik? I am myopic -8(R) and -8.5(L).IS LASIK advised for such myopia case?,0,['patient']
1065,What are the health benefits of drinking rum?,What are health benefits of drinking beer?,0,['health']
1066,What are symptoms that you're going to vomit?,Can I get rid of vomit inducing anxiety? It happens whenever I go visit my boyfriend (whom I love). Is it just excitement?,0,['symptom']
1067,Can depression lead to insanity?,Does stress or depression lead to mental illness?,0,['illness']
1068,Why are most of the sites to compare multiple insurance online only auto insurance and not health and life and others?,What is the most confusing part of auto insurance?,0,['health']
1069,How do I can treat the clinical chronic sinusitis?,How do I prevent sinus infections?,0,"['infect', 'prevent']"
1070,I have a glass screen protector on my iPhone 6 and I cracked my screen protector does that mean the real iPhone is cracked too?,Will a simple plastic case and a screen protector protect my iPhone 6?,0,['protect']
1071,"What is narcissistic, Borderline, and antisocial (ASP) personality disorders? Do symptoms overlap?",What are the differences between an extroverted personality and Narcissistic Personality Disorder?,0,['symptom']
1072,What problems can we face by using personal protective equipment?,What are the problems faced by using Ipad Air2?,0,['protect']
1073,"In the World of newspapers, what is ""Advance Content""?",Which is a suitable inpatient drug and alcohol rehab center in Edwards County IL?,0,['patient']
1074,When do the rabies symptoms occur in humans?,"What is it like, as a human, to have rabies?",0,['symptom']
1075,Is there pay protection for ssc defence officers who clear civil services after 10 years of service?,What are the best possible way to start saving and investing money?,0,['protect']
1076,My doctor prescribes me ritalin 20mg twice a day this works great for me but I need to focus for 12-13 hrs would a doctor do 20mg three times a day?,"My doctor has prescribed me with MDD XR 50 (desvenlafaxine) a few months ago for an anxiety disorder and depression. Now I want to stop it. But once I skip it, the next day I am vomiting, have irritation and indigestion-like symptoms. What should I do?",0,['symptom']
1077,What if mental illnesses didn't exist?,What is mental illness?,0,['illness']
1078,Where can I find a treatment for erectile dysfunction?,How do I cure erectile dysfunction naturally?,0,['treatment']
1079,Where can I get best treatment for uncontrolled diabetes?,What is electrolysis treatment? Where can I get best treatment for that?,0,['treatment']
1080,What are you thinking about when you are running a marathon?,How can I stop belly button infection? What are the solutions of bleading belly button?,0,['infect']
1081,Where do I get the best health insurance under the Affordable Care Act?,How can I sign up for health insurance coverage under the Affordable Care Act?,0,['health']
1082,Is being transgender an identity disorder?,Is being transgender considered a mental illness? How do we know?,0,['illness']
1083,"For men is a chiseled, symmetrical, strong jawline and high cheekbones universally attractive?","Attractive men: Is long hair on men a sign of fertility, beauty and health in the same way it's for women?",0,['health']
1084,What is a suitable inpatient drug and alcohol rehab center near Jenkins County GA?,What is a suitable inpatient drug and alcohol rehab center near Worth County GA?,0,['patient']
1085,Why does everyone with bad teeth get Alzheimer's disease?,Is having bad teeth a precursor or indicator that I will develop Alzheimer's disease? I have bad teeth.,0,['disease']
1086,How do I prevent hairfall in men?,How do I prevent hairfall?,0,['prevent']
1087,How does brain cancer happen?,How can brain cancer be prevented?,0,['prevent']
1088,What is the difference between measles & chicken pox?,What is the importance of being in a quarantine if you get infected with chicken pox?,0,['infect']
1089,Some cats have brown-black discharge from their eyes/nose. Why? Is it the sign of an illness?,Why do cats have black eye boogers?,0,['illness']
1090,Are royalty fees paid to individual deductible as expenses on a LCC?,"In a world of laptops and smartphones, what are the best practices to keep our wrists healthy?",0,['health']
1091,Why do people ask abuse victims why they just didn't leave? And why can't they understand that sometimes the victims simply have no answer?,Why do people stay in unhealthy or abusive relationships?,0,['health']
1092,Why is homosexuality not a disease?,Is homosexuality associated with certain diseases or other health issues?,0,"['health', 'disease']"
1093,What are the symptoms of a bad starter relay?,What does a car relay do?,0,['symptom']
1094,Which Yoplait yogurt is the healthiest?,How healthy is Yoplait Yogurt?,0,['health']
1095,What can you take to lose weight fast?,I have to reduce my weight by 15 kgs. What is the healthy rate at which I should aim to reduce per month? 21yr old-female-66kg-5.2ft?,0,['health']
1096,How do I lose 40 pounds in 3 months? Can I get sick doing it?,"What are some successful, healthy ways to lose 50 pounds in 3 months?",0,['health']
1097,How can some viruses be immune to rubbing alcohol?,"I have basic idea about tippers, backhoe loaders, cranes and dumpers. Where can I find about all these vehicle segments, their specifications?",0,['virus']
1098,How come millets became so popular in India now for its health benefits which was not so just a couple of years ago?,"I am a dentist. Six years ago I moved to UK from India. Now, in my 30s, I am looking for a change in my career. Is this a good idea ?",0,['health']
1099,What is a good inpatient drug and alcohol rehab center near Jefferson County FL?,What is a good inpatient drug and alcohol rehab center near Leon County FL?,0,['patient']
1100,"Is 125 pounds considered underweight for someone who is 5' 8""?",Would 130 pounds and 5'7 be a healthy weight?,0,['health']
1101,What are Facebook's recruiter levels?,"Besides cancer, what are some diseases that are very horrific to watch a person go through?",0,['disease']
1102,"Can mice climb up beds? If so, how can you prevent them from coming near you while sleeping?","Can mice climb into your bed? If so, how do you prevent it?",0,['prevent']
1103,How many types of archives are available that support .ZIP files and can be password protected in different operating systems?,What are the tools available for Operation support system?,0,"['hiv', 'protect']"
1104,Can aluminum foil protect against radiation?,Where can I buy a printer that prints on aluminum foil?,0,['protect']
1105,"What are the symptoms, diagnose and cure of prostate cancer?",How is prostate cancer diagnosed and treated?,0,['symptom']
1106,"How can I manage time between studying medicine (it needs much time and effort ),learning a language,reading novels and watching tv ?","If I want to be a software engineer ,what languages would I need to learn and how much time will it take to learn each one?",0,['medicine']
1107,We May Have A Better Treatment For Asthma Soon?,How are SGML and XML closely related?,0,['treatment']
1108,What is the DHP vaccine for dogs for? Is it necessary?,Can rabies vaccine for humans be used for dog?,0,['vaccine']
1109,How do I prepare for the CELTA writing task?,Do we have enough medicine and technology to stop doing science?,0,['medicine']
1110,Is depression the worst mental illness?,What is the worst mental illness to have?,0,['illness']
1111,Is the 'Neapolitan Complex' a social disorder?,How can the combination of vitamin C and black cohosh affect someone's health?,0,['health']
1112,"I spilled some water on my laptop (not too much), and took all advised precautions. The laptop seems to work fine, but will performance be affected?",My son is 11 years old and is 165 pounds. Is that healthy?,0,['health']
1113,Can an auto immune disease cause insomnia?,What exactly is an auto immune disease and why is it caused?,0,['disease']
1114,What are the Ebola virus infection manifestations?,How does the Ebola virus infect you?,0,"['virus', 'infect']"
1115,"If this Congress fails to fund the search for a Zika vaccine, why shouldn't we just vote the whole bunch out of office and just start over?","We all know about the present condition of Indian politicians; they are all just using us to run their train, but still, they win elections and rule over us. Why aren't people giving their vote to NOTA?",0,['vaccine']
1116,I want to download all the YouTube videos of a channel at once. What software or extension can help me?,"My Bit Torrent download is stuck at connecting peers. It was working fine until last night, and when I opened the PC this morning I was not able to download anything. There is a healthy number of seeds in the file too, more than 800. How do I proceed downloading with Bit Torrent?",0,['health']
1117,Is Wi-Fi and Bluetooth dangerous to your health?,Is there an Android app which automatically switches on Bluetooth when I enter my car and switch off Wi-Fi as I exit my home and vise versa?,0,['health']
1118,What is a healthy diet chart for 25-year-old man's body?,Which is the best diet for a 14-year-old boy who wants to be healthy?,0,['health']
1119,How do I remove black pimples or dots from face?,Why do black pimples form on my face? How can I prevent this from happening?,0,['prevent']
1120,Can I join Osho online? What is the age criteria to join Osho meditation? Is there any contact to discuss about Osho meditation?,Why is an HIV test required at the Osho ashram?,0,['hiv']
1121,"What are some old forgotten jobs, which have lost their importance in today's world?",Why is the history of medicine so important to the world today? How has it changed over time?,0,['medicine']
1122,Where can I find Family Health insurance quotes in Florida?,Where can I find family health insurance quotes in Maine?,0,['health']
1123,Why can't WhatsApp give its calling feature to all at once? Why do we have to wait until we receive a call from an activated account?,"Can Quora mods/admins provide an explanation as to why the legendary ""how to give a man fellatio"" answer was deleted and if we can--at the very least--be emailed a copy of it from the archive (which must surely exist)?",0,['hiv']
1124,How was Ghost Adventures exposed as a fake show?,"In Ghost Adventure, why does Nick wear a mask?",0,['mask']
1125,"How is Gahan MG, the international level chess player as a person, in personal life?",Is their any medicine for lactose intolerance in babies available in India?,0,['medicine']
1126,What is a good inpatient drug and alcohol rehab center in Brevard County FL?,What is a good inpatient drug and alcohol rehab center in Gadsden County FL?,0,['patient']
1127,"I am working as a Business analyst with a MNC.Does learning a foreign language enhance my carrier? If so,which is having good scope for a IT person?",How many years (on average) does a patient stay with their primary care physician?,0,['patient']
1128,"If I engraved bible verses on gold and subsequently went bankrupt, is it possible to prevent seizure of the gold on the basis of religion?",Can I buy gold now?,0,['prevent']
1129,How does an atheist define spiritual health?,Are atheists and agnostics illogical regarding the spiritual realm?,0,['health']
1130,What are the symptoms of chikungunya?,What are the symptoms of phenylketonuria?,0,['symptom']
1131,Can Hinduism become a missionary religion? If Hindus have to invite new members how would Hindus convince the masses?,"How can a guy protect himself from girls lying about that if they got pregnant, then they would get an abortion, and then suddenly she decides to have the baby?",0,['protect']
1132,"Does a Bulldog/Pitbull mix shed a lot? If so, how can this be treated?","Does a Husky/Cocker Spaniel mix shed? If so, what is the best treatment for this?",0,['treatment']
1133,Why surgical masks have a blue and white side?,Why did Nazi soldiers wear gas masks?,0,['mask']
1134,Which probiotic supplements are most likely to have positive effects on eczema and food allergies?,"Which country is the most reliable/trustworthy when looking for studies/research on health, healthy food, supplements, medicine, and skin care?",0,"['health', 'medicine']"
1135,"If cancer gets eradicated, what would happen with population?",How do I sell domains like www.hivaids.co.UK and homefinance.co?,0,['hiv']
1136,Which is a suitable inpatient drug and alcohol rehab center in Calhoun County AL?,Which is a suitable inpatient drug and alcohol rehab center in Clarke County AL?,0,['patient']
1137,Antibiotics common for all infection?,What are the most practical antibiotics for common infections?,0,['infect']
1138,Are tortillas good for health? Are they fattening? Are corn tortillas good in particular?,Mexican Food: Why are (commercially sold) flour tortillas generally larger than corn tortillas?,0,['health']
1139,"As a doctor, what is your opinion about the healthcare system in your country?",Doctors: What is your opinion about your doctor?,0,['health']
1140,Is Dabur honey pure?,Is honey unhealthy?,0,['health']
1141,How do I improve my credit card score?,I am an RN learning programming in the hopes of improving on existing UI/UX for healthcare software (which is horrendous). Healthcare IT advice?,0,['health']
1142,Medicine and Healthcare: What is the difference between Medicaid and Obamacare?,Centers for Medicare and Medicaid Services: What is the difference between a dictionary driven encoder and a logic bsed encoder?,0,"['health', 'medicine']"
1143,How can I keep my spinal cord healthy?,What do you like most about student life?,0,['health']
1144,What medical colleges can I get through board percent?,When is it evident that someone suffers from mental illness?,0,['illness']
1145,Whisky or brandy which is good for health?,Which food is good for health?,0,['health']
1146,Why didn't NATO attack India when India liberated Goa from Portuguese Colonialism?,Why didn't NATO come to the assistance of Portugal to prevent Indian annexation of Portugese Goa in 1961?,0,['prevent']
1147,What is a suitable inpatient drug and alcohol rehab center near Montrose County CO?,What is a suitable inpatient drug and alcohol rehab center near Fremont County CO?,0,['patient']
1148,What is the advantage of using SendGrid SMTP over Gmail SMTP servers?,What are some ways to protect my SMTP server?,0,['protect']
1149,The new Coke Life label is green? Just saw a TV ad. I can't remember ever seeing that before. No red at all. Did I just watch brand logo history?,I just now saw ad on TV of STAR HEALTH INSURANCE insuring diabetics too.They could not settle simple claim giving odd excuse .Can anyone help me?,0,['health']
1150,"Which University should I go, KIT or TU Darmstadt or FAU?",Air polution effect causes and prevention?,0,['prevent']
1151,Sociopaths: Do you take more than 20 credit hours per semester?,"I have 20 hours per week devoted to charity, 3 amazing kids, a great wife and sex life, a historic Victorian farmhouse, perfect health, and 3 people running separate business ventures for me. Why do you think I'm unhappy?",0,['health']
1152,"After doing post graduation in medicine from india, what are the career prospects in australia?",What are the prospects for an Indian doctor to migrate to Australia after doing Super Speciality in India?,0,['medicine']
1153,What are some recommended ways to help relieve the symptoms of constipation in an 18 month old child?,Why is my 18 month old baby's body swollen?,0,['symptom']
1154,What is the best hair oil for men that prevents hair loss and keeps hair shiny and silky?,What is the best hair product for oil hair (men)?,0,['prevent']
1155,"Which milk taste better alone and which is healthiest: whole milk, skim milk, soy milk, almond milk, Vitamin D milk or 2% milk?",Is chocolate milk healthy?,0,['health']
1156,What are some good places for health tips?,What are the best health tips?,0,['health']
1157,Is there an inpatient Drug and Alcohol Rehab Center in Tuolumne County California?,Is there an inpatient Drug and Alcohol Rehab Center in Stanislaus County California?,0,['patient']
1158,Why do I have lower back pain after I ejaculate?,What are good treatments for acute lower back pain?,0,['treatment']
1159,What is a good inpatient drug and alcohol rehab center near Lawrence County AR?,Which is a good inpatient drug and alcohol rehab center near Lawrence County AL?,0,['patient']
1160,What are some examples of Trump's unfair treatment by the media?,"Why does Trump spend so much time talking about people (media, reporters, etc.) being ""unfair"" with him?",0,['treatment']
1161,What are the risk after angioplasty?,Is it necessary to take medicine for an angioplasty?,0,['medicine']
1162,Korean Food: Does kimchi go bad?,What are some bad combinations of food that can cause illness or death?,0,['illness']
1163,What is a suitable inpatient drug and alcohol rehab center near Morgan County IL?,What is a suitable inpatient drug and alcohol rehab center near Cook County IL?,0,['patient']
1164,Which is a good inpatient drug and alcohol rehab center in Lee County AR?,Which is a good inpatient drug and alcohol rehab center in Perry County AR?,0,['patient']
